season,round,pick,team,gsis_id,pfr_player_id,cfb_player_id,pfr_player_name,hof,position,category,side,college,age,to,allpro,probowls,seasons_started,w_av,car_av,dr_av,games,pass_completions,pass_attempts,pass_yards,pass_tds,pass_ints,rush_atts,rush_yards,rush_tds,receptions,rec_yards,rec_tds,def_solo_tackles,def_ints,def_sacks
2025,7,234,SEA,,RichMa01,mason-richman-1,Mason Richman,False,OL,OL,O,Iowa,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,235,TAM,,JohnTe03,tez-johnson-1,Tez Johnson,False,WR,WR,O,Oregon,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,236,JAX,,AlleLe01,lequint-allen-1,LeQuint Allen,False,RB,RB,O,Syracuse,,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,237,GNB,,RobiMi01,micah-robinson-2,Micah Robinson,False,CB,DB,D,Tulane,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,238,SEA,,WhitRi01,ricky-white-2,Ricky White,False,WR,WR,O,UNLV,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,239,DAL,,MafaPh00,phil-mafah-1,Phil Mafah,False,RB,RB,O,Clemson,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,240,BUF,,PratKa00,kaden-prather-1,Kaden Prather,False,WR,WR,O,Maryland,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,241,DEN,,LohnCa00,caleb-lohner-1,Caleb Lohner,False,TE,TE,O,Utah,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,242,LAR,,MumpKo00,konata-mumpfield-1,Konata Mumpfield,False,WR,WR,O,Pittsburgh,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,243,BAL,,DellGa00,garrett-dellinger-1,Garrett Dellinger,False,OG,OG,,LSU,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,244,DET,,LoveDo00,dominic-lovett-1,Dominic Lovett,False,WR,WR,O,Georgia,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,245,WAS,,CrosJa00,jacory-croskey-merritt-1,Jacory Croskey-Merritt,False,RB,RB,O,Arizona,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,246,NYG,,BlacKo00,korie-black-1,Korie Black,False,CB,DB,D,Oklahoma St.,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,247,DAL,,AkinTo00,tommy-akingbesote-1,Tommy Akingbesote,False,DT,DL,D,Maryland,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,248,NOR,,MataMo00,moliki-matavao-1,Moliki Matavao,False,TE,TE,O,UCLA,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,249,SFO,,ColbCo00,connor-colby-1,Connor Colby,False,OL,OL,O,Iowa,22.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,250,GNB,,WillJo11,john-williams-19,John Williams,False,OL,OL,O,Cincinnati,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,251,NWE,,AshbJu00,julian-ashby-1,Julian Ashby,False,LS,LS,S,Vanderbilt,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,252,SFO,,BergJu00,,Junior Bergen,False,WR,WR,O,Montana,,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,253,MIA,,BiggZe01,zeek-biggers-1,Zeek Biggers,False,DL,DL,D,Georgia Tech,21.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,254,NOR,,DiggFa00,fadil-diggs-1,Fadil Diggs,False,DE,DL,D,Syracuse,23.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,255,HOU,,LachLu00,luke-lachey-1,Luke Lachey,False,TE,TE,O,Iowa,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,256,LAC,,BridTr00,trikweze-bridges-1,Trikweze Bridges,False,SAF,DB,D,Florida,24.0,,0,0,0,,,,,,,,,,,,,,,,,,
2025,7,257,NWE,,MinoKo00,kobee-minor-1,Kobee Minor,False,DB,DB,D,Memphis,,,0,0,0,,,,,,,,,,,,,,,,,,
